,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id
7150,TRGCVTP128F429555A,0.249,0.16,2,-16.171,0,0.0349,0.862,0.585,0.0813,0.101,128.344,3nGXmwEhbkmmABIAAad5ZU
7151,TRGVXBJ128F4295561,0.269,0.219,2,-16.037,1,0.03,0.716,0.489,0.131,0.21,177.247,0kGfeyU6pUUtvjOr90xhCh
7152,TRPYXAO128F4295558,0.304,0.302,2,-14.122,1,0.0318,0.526,0.93,0.102,0.434,97.684,100LoVfJJ8edigxlCILwXH
7153,TRYLDEX128F9303DE7,0.483,0.204,9,-19.191,1,0.0707,0.876,1.29e-06,0.101,0.439,104.512,4Q52IvIv19Q5YxIe2zMFxm
7154,TRBYMXP128F425A348,0.558,0.712,10,-10.123,1,0.0262,0.371,0.0176,0.33,0.575,94.117,64yXbX877Jx1Ta47Tmt6Qi
7155,TRNMKPS128F425A349,0.413,0.461,0,-12.128,0,0.028,0.761,0.000223,0.307,0.167,80.045,4jGfAr6g3ynGEJPeL1vnjK
7156,TRNGTPT128F425A380,0.529,0.371,1,-13.098,1,0.0293,0.843,0.0054,0.141,0.304,119.953,40BuIq4kBGCDHNgTz9c0Q8
7157,TRURSKK128F425A37F,0.255,0.241,7,-17.204,1,0.032,0.741,0.00063,0.12,0.145,74.536,404U7Z3FvjRt4wdT1ikLJE
7158,TREEQKL128F425A34B,0.239,0.381,2,-11.789,1,0.0269,0.771,0.00152,0.116,0.158,98.359,11JgbKiONOjp6q4jz9vSLx
7159,TRYBMZB128F425A37E,0.504,0.332,7,-14.184,0,0.0293,0.345,0.0253,0.147,0.357,80.055,4EG98VbRcHZxmqv8ZKMFLA
7160,TRFPGCB128F4295041,0.569,0.626,7,-8.936,1,0.0308,0.283,0.00155,0.0916,0.305,134.585,38Lxp8yk613GLsA2U6UkNJ
7161,TRQFNQO128F429503D,0.465,0.478,7,-9.687,1,0.0296,0.365,0.00207,0.14,0.219,140.673,7acu61PEpi0S2bxXnd2sPG
7162,TRERXSH128F425A564,0.264,0.719,4,-6.682,0,0.0551,0.261,0.00108,0.0929,0.155,87.073,02ZlHF9zknz6qKk2K8wqM1
7163,TROVBMP128F425A56A,0.244,0.166,4,-15.085,0,0.037,0.84,8.62e-05,0.14,0.223,111.912,72HxkQFPmxlvJ8YZUKyKIj
7164,TRXQCQR128F429503A,0.638,0.677,2,-9.784,0,0.035,0.277,1.36e-06,0.212,0.439,127.606,4Gn4Oxz6NDeFHmoBFpmaBf
7165,TRIEKDJ128F4297DEE,0.611,0.761,11,-9.741,0,0.0256,0.466,0.143,0.0667,0.683,133.965,48OBKMiG9V8rfia2PmH7jC
7166,TRREOSB128F429554F,0.602,0.47,0,-10.071,1,0.024,0.225,4.47e-06,0.0992,0.29,93.503,5A7DqDPUp55MV8ChC252FK
7167,TRQJEGR128F429554B,0.581,0.517,7,-11.813,1,0.0264,0.622,0.018,0.138,0.526,123.31,0Yec1lpnhDIf6gAA00Pqrz
7168,TRNPXSW128F425A683,0.205,0.255,11,-13.78,1,0.0341,0.952,0.0192,0.115,0.0377,68.685,2hcxPnu5RljXH0eMOtctuF
7169,TRCHFMO128F4295137,0.606,0.695,7,-9.715,0,0.0413,0.508,0.000844,0.0724,0.553,89.774,1m4fcADjwBoOZBah5hxLzo
7170,TRHFAHH128F429556B,0.5,0.698,7,-11.041,0,0.0529,0.23,0.0042,0.199,0.258,77.003,5aW5jsBXjmjRhbdgbtYwrL
7171,TRQEWKL128F429556E,0.602,0.786,11,-4.334,1,0.0283,0.178,2.65e-05,0.185,0.573,140.679,1iD45kXgxGfP2oQCxdCSOu
7172,TRNKEPV128F425A56C,0.479,0.842,7,-4.56,1,0.0352,0.0424,1.65e-05,0.0603,0.517,97.528,2BfPhNCOxlZMxtJwAFyW19
7173,TRPIXRP128F425A56B,0.582,0.922,7,-5.916,0,0.0496,0.00117,0.00286,0.343,0.377,102.803,1MBbszLz8pwO91zpsPLUmI
7174,TRTGYQO128F425A680,0.562,0.879,7,-6.313,1,0.0404,0.08,0.0107,0.0976,0.632,130.028,0FrFno7TpdNGqgapSktqnw
7175,TRERUZI128F425A573,0.126,0.418,5,-10.099,1,0.034,0.357,0.016,0.0926,0.0509,60.689,4yFrYa7QIox22rN1RDTdm1
7176,TRRKZAB128F425E040,0.434,0.397,1,-11.606,0,0.0315,0.344,0.28,0.0891,0.037,76.328,1AD6za67Ak2hYsUC5tEE97
7177,TRCQLJA128F425A6FE,0.264,0.383,9,-14.464,1,0.0337,0.866,0.000562,0.101,0.15,179.853,7HKOPuMTdHA2ZLbjydG6BL
7178,TRIFSVA128F425A707,0.473,0.27,0,-11.528,1,0.0284,0.536,2.69e-06,0.0877,0.304,83.732,7fpir5Hhz9Tg6i7XQowOSw
7179,TRJDXFE128F425A70D,0.12,0.274,2,-12.433,0,0.0383,0.897,0.253,0.1,0.0509,162.142,2hIwUTQpkvA3w92L8D0VaK
7180,TRIBGNJ128F92C709F,0.513,0.6,9,-7.397,1,0.0301,0.527,0.000393,0.0775,0.294,123.767,4vxIJN3VF3tJkHaqht9wEv
7181,TRNSAGW128F92C70A3,0.476,0.399,4,-9.1,1,0.0309,0.665,0,0.712,0.245,109.111,3X3TWbKIS4ecCQpnDbl2qB
7182,TRPLEAG128F92C70A4,0.522,0.413,4,-11.456,1,0.0305,0.91,3.3e-05,0.715,0.683,144.151,1uDIf2U9Ucjyhltby2Y1N8
7183,TRDEOWJ128F92C70A0,0.513,0.745,2,-4.708,1,0.0347,0.106,0,0.276,0.418,73.464,5auwHUJovmKmEi3PbYGQyZ
7184,TRWDPRS128F428618A,0.475,0.233,7,-12.5,1,0.0471,0.859,0.0389,0.0999,0.456,129.823,2ew72RbObuQCFCrj5NiWUQ
7185,TRASDVH128F4286187,0.639,0.645,2,-9.751,0,0.0346,0.591,0.0172,0.108,0.892,149.721,0Km6D1qPyRCs5976BL5o5o
7186,TRPECMX128F4286189,0.28,0.437,4,-10.281,0,0.0307,0.526,0.0242,0.0928,0.0872,139.459,2cDHiYVbfwZ2dIcZGSQdfB
7187,TRPDZTF128F4286184,0.614,0.548,0,-12.315,1,0.0277,0.502,0.038,0.116,0.431,126.531,6Rfausf90XDWFJdqktCZ9J
7188,TRJBJYX128F4286185,0.576,0.444,0,-9.091,1,0.0466,0.468,0.00648,0.105,0.841,194.993,2Zy6eKTzVO19mm2O425Idn
7189,TRJOCCE128F428618C,0.424,0.316,7,-13.761,1,0.0335,0.788,0.0072,0.15,0.545,128.288,3ajNcNlIOZkmc0wRL1PYcq
7190,TRDVMQH128F428618D,0.397,6.97e-05,9,-6.253,0,0.0576,0.14,0,0.103,0.152,133.692,3ZleLuZgLGE0W6jnXtnqfU
7191,TROYXII128F4286188,0.558,0.253,6,-12.189,1,0.033,0.73,0.00114,0.116,0.0805,115.966,7tt4mfSo6AGZBNAQ0uc1je
7192,TRMWQYD128F426639B,0.765,0.257,9,-12.544,1,0.0418,0.74,0.000336,0.105,0.761,109.475,0iwCQ77GTIMxrhAagFiPLg
7193,TRBYKWX128F4263C88,0.603,0.453,9,-10.678,1,0.0326,0.98,0.879,0.119,0.748,126.955,6qvBsLyCa065wtiZRavwu6
7194,TRQGWHJ128F4263C83,0.594,0.37,3,-9.396,1,0.0662,0.981,0.0366,0.0994,0.556,131.807,2BcYuLN9e7Od2pHh0dYZtv
7195,TRYKFIH128F4265A1F,0.628,0.195,4,-13.054,1,0.0406,0.848,5.05e-05,0.0955,0.538,98.527,3AkN7wZwvXmhvlSWDMKkbr
7196,TRREWTE128F930FD7B,0.582,0.271,2,-14.943,0,0.0302,0.0691,0.304,0.103,0.558,111.5,4cYrdeOq3YBBv4msm6nM5b
7197,TRBARWW128F930FD81,0.549,0.419,4,-14.124,1,0.0314,0.0224,0,0.136,0.409,130.493,2iqx52jGgyuQHKmrNj9wC9
7198,TREANXV128F930FE05,0.387,0.374,7,-13.079,1,0.0302,0.0178,0.000154,0.0877,0.362,142.498,412XRa0apJFyegizcbeNEU
7199,TRVHERE128F930FD80,0.586,0.35,9,-13.528,1,0.0337,0.0114,0.000254,0.165,0.461,126.623,3YPP3ZhmWhmgIcwC2Rwl62
7200,TRKVYQI128F930FD78,0.497,0.129,0,-22.397,1,0.0301,0.884,0.0455,0.11,0.209,110.724,1RszdaPPEyHMoTyy0pRBrv
7201,TRYWMKA128F930FD7E,0.547,0.415,3,-12.909,1,0.0417,0.0722,1.36e-05,0.0903,0.441,123.176,7I7CQn69D39rwm5C6vhn2t
7202,TRBMOHI128E0793E92,0.503,0.262,7,-12.939,1,0.0308,0.769,0.00246,0.123,0.433,139.848,7xTxT3e5h1Nu5Mh0M67W6g
7203,TRTPUBM128E07938C2,0.6,0.262,7,-20.16,1,0.0314,0.252,0.121,0.0985,0.765,167.464,7G7nUpG5KvkjjJtzvF1TLB
7204,TRROSPA128F9341245,0.571,0.616,0,-8.854,1,0.0261,0.181,0.00254,0.244,0.359,121.252,1RE0oRihqcSBQhtUgXZrp6
7205,TRZUZDP128F93412E9,0.534,0.0655,0,-18.262,1,0.0423,0.693,0.00107,0.103,0.104,127.296,4Bbmdow5MNFVqBkOxt05bJ
7206,TRASOWA128F9341247,0.505,0.353,0,-11.266,1,0.0298,0.229,0.00181,0.116,0.344,122.83,72Y4LW0ztNLUWCrFsxmdv7
7207,TRELGOG128F9341249,0.324,0.579,9,-13.661,1,0.0519,0.0203,0.0137,0.28,0.547,114.195,5N7HeYqD0p4g3M6Z8k4582
7208,TRSPPUP128F93412E8,0.758,0.545,0,-10.057,1,0.0283,0.209,9.79e-05,0.0469,0.821,124.756,1NPc8OBMVk7VQQl8RdMxVy
7209,TRVHNME128F934124E,0.185,0.874,2,-5.692,1,0.121,0.000286,0.00028,0.429,0.433,169.239,4EIU5JnFPB1YWtxCVwPg2Z
7210,TRDZNAM128F9341244,0.589,0.379,11,-12.797,0,0.0289,0.447,0.000934,0.0893,0.318,130.532,4O6GBNYD2TzknsQvDscywa
7211,TRKUYGW128F934124D,0.586,0.322,4,-12.762,0,0.0345,0.031,0.000862,0.235,0.298,77.715,4WWeuyfqHpi2f2c8fGrEjB
7212,TRBZDGE128F42722DE,0.415,0.276,9,-17.856,0,0.034,0.763,0.0113,0.074,0.225,151.415,1gfwr9O3FxmtDR2klA1mMN
7213,TRHKRYE128F9314E2F,0.442,0.0182,7,-30.24,1,0.0456,0.822,0.00173,0.106,0.183,89.102,1r4nsYWQ5Nw29XUEqMrkNu
7214,TRPYVBG128F9314970,0.347,0.219,5,-19.006,1,0.0332,0.0592,0.00228,0.117,0.141,97.3,76PumZ94Y1T3tOkUddztZl
7215,TRTZVIM128F9314971,0.328,0.0208,0,-26.173,1,0.0414,0.757,0.00572,0.111,0.101,119.205,5uXLBifrYCP0vevMIl5Dsn
7216,TRLDNVQ128F9314F9A,0.409,0.273,7,-18.588,1,0.0322,0.0428,0.00188,0.184,0.151,113.553,5eZDbnCbwRySoLzXAhNxQN
7217,TRDAZDS128F9314969,0.245,0.227,7,-19.274,1,0.0372,0.492,0.000202,0.109,0.239,176.068,3x8oBw97sf8BdnzF8gg6kR
7218,TROXNFQ128F9314968,0.365,0.109,9,-20.888,1,0.0311,0.816,0.000304,0.108,0.165,95.708,68lqKFX9fmOxzv9JJCpgWg
7219,TRGGWDJ128F42950FB,0.381,0.126,0,-22.907,1,0.0315,0.758,0.000713,0.0664,0.255,95.511,5BH95YOP3gJuiK6HhIo6Tz
7220,TRGGNML128F42950F8,0.371,0.0209,5,-29.912,0,0.041,0.883,0.0397,0.111,0.219,120.478,3UJiiJddL5Ne9DJcXAUqai
7221,TRFJSGG128F42950EC,0.185,0.111,0,-21.192,1,0.0344,0.799,0.00824,0.112,0.131,71.445,4JNpq7GnALN0YpkASCGkzo
7222,TRADJXM128F42950DD,0.459,0.0216,1,-21.523,1,0.0567,0.869,0,0.114,0.253,120.871,52wJxmylAs50mIrmzANewR
7223,TRJHQQD128F42950EF,0.572,0.0185,5,-30.867,1,0.0367,0.922,0.911,0.116,0.263,107.199,23uSvnQOZYPfwOfwQrLj0r
7224,TRSXHPM128F42950EA,0.349,0.152,7,-20.132,1,0.0326,0.597,0.293,0.11,0.202,108.103,3JnwSB409j4eTJ4uHTXPMB
7225,TRRHUUI128F9319B47,0.394,0.192,0,-16.999,1,0.0325,0.747,3.16e-05,0.134,0.458,113.175,0yk1S5EFt7kFGBO65un7hN
7226,TROJCFZ128F9319B48,0.379,0.0562,8,-25.162,1,0.0347,0.857,0.167,0.111,0.04,99.569,4DOFK5Or3UFHEEQ9NzMOIP
7227,TRTIAOT128F92F5754,0.435,0.214,7,-19.454,1,0.0363,0.565,1.25e-05,0.134,0.192,134.633,0RLo5RT9uqDCwkRVUJZDwQ
7228,TROVPVQ128F92E9AFC,0.191,0.42,5,-7.911,1,0.0304,0.545,0.00288,0.706,0.171,85.788,77gXTOxF7kFyU9DjEYwFzU
7229,TRGVLOG128F93174FB,0.62,0.754,8,-8.14,1,0.044,0.315,0.0509,0.127,0.783,89.133,0JNB6TxcsHuBW53w5EYFVq
7230,TRZOWLZ128F9316A5D,0.401,0.716,5,-8.708,1,0.112,0.803,0.000513,0.222,0.453,133.96,6cGwbQUarzzX2eraqZlGUj
7231,TRPYKDF128F9316A60,0.431,0.478,6,-11.191,1,0.0361,0.442,0.032,0.107,0.641,143.149,1XPV1mg2SFWCoHAOs0PHr5
7232,TRSJHLQ128F42472C5,0.484,0.789,2,-8.468,1,0.0351,0.292,0.00418,0.259,0.596,92.387,0PQj1gXODH0eKjr7TZZHTY
7233,TRKAIDI12903CD5D08,0.42,0.647,4,-9.503,0,0.0321,0.00303,0.0335,0.109,0.779,90.829,42RE7gEXfXfflXdkopOVL9
7234,TRMUVYL128F93497D5,0.464,0.724,0,-10.058,1,0.0857,0.00569,0.0681,0.429,0.841,114.198,2e0rolwl0HwvpNN69QJn9n
7235,TRDSQYD12903D157D5,0.25,0.115,0,-13.651,1,0.0346,0.943,0.000242,0.105,0.115,119.605,0d3GCVoyKQCSLXv4qIwze2
7236,TREORWD128F93587C5,0.224,0.113,0,-14.006,1,0.0331,0.961,0.000153,0.689,0.173,172.316,5SgB8MKtOLeqvrR0salGx5
7237,TRESLNN128F1459C3F,0.241,0.0283,6,-22.869,1,0.0371,0.994,0.157,0.0827,0.683,73.111,3AVFiEZU7uLTOrFdccjcoD
7238,TRNWVSK128F426CD91,0.545,0.192,4,-17.434,1,0.0336,0.849,0.00592,0.189,0.657,160.559,1FGs5aidfaFFH55Ob1Ovwq
7239,TRMDLUG128F4295A20,0.481,0.181,7,-16.854,1,0.0441,0.817,2.9e-06,0.682,0.344,149.804,7npXhYoWQjRGR7NwY1k3qW
7240,TRWDUOH128F4295A18,0.519,0.135,2,-16.851,1,0.0353,0.812,1.41e-05,0.686,0.312,109.331,7EWWSCdsJXQWvk1lRMgO4y
7241,TRACTHF128F4295A22,0.469,0.19,9,-17.451,1,0.0364,0.488,0.000142,0.692,0.506,142.169,4AdsgXuGXrm2mfMbSWMOFF
7242,TRADNRG128F4295A0E,0.488,0.351,2,-14.09,1,0.112,0.856,1.21e-05,0.7,0.476,150.188,7t7Z5kde1TSw5xVIve1wLw
7243,TRNGJSR128F4295A0F,0.436,0.393,10,-13.976,1,0.0278,0.643,0.000645,0.101,0.562,141.212,5cFhejRZlznsF3fFJ0ajpg
7244,TRTRIMX128F4295A1A,0.426,0.165,2,-18.577,1,0.291,0.787,2.09e-06,0.981,0.411,77.366,4sg1BeQvWRGwNFfJ5z6VVi
7245,TRTDMFG128F4295A1D,0.569,0.194,9,-17.191,1,0.0428,0.639,0.000453,0.96,0.35,78.558,6P4b5sShU5JpqBNYDvTdtJ
7246,TRVTDDF128F4295A17,0.56,0.228,7,-18.06,1,0.0405,0.767,3.26e-05,0.624,0.28,82.128,2usWosz52JlC9r5tOF1tJe
7247,TROGRTE128F4295A1F,0.406,0.128,7,-24.714,1,0.0429,0.735,0.000659,0.89,0.275,149.078,7vJaU9xbzn92k0JoUAdaPt
7248,TRQIIYH128F92CB7CC,0.33,0.259,0,-13.438,1,0.0309,0.643,1.22e-05,0.167,0.382,81.762,51ixKYFELQvEYoMcWOmg34
7249,TRFKJVK128F426E70D,0.351,0.684,7,-8.538,1,0.0848,0.566,4.72e-05,0.729,0.478,148.618,3YPLof3bxgwk7U6buKflqJ
7250,TRTTRTC128F426E434,0.501,0.0889,9,-19.636,1,0.0364,0.862,0.0331,0.107,0.23,113.186,1clXzrZpl3Wm7tRpJFNutn
7251,TROUUQA128F426DF9A,0.379,0.0452,7,-20.344,1,0.0304,0.928,0.000398,0.0792,0.252,66.125,7cg0xGO3dg1tghpFfZb5eV
7252,TRXTAZA128F426E34C,0.703,0.374,6,-14.426,0,0.0375,0.709,0,0.0827,0.644,82.597,0N0B5BV4S5DoutfXlPVzWr
7253,TRUWYNZ128F427023B,0.48,0.295,9,-13.27,1,0.0338,0.908,0.000407,0.37,0.277,74.944,4WMTCo6336S3gbX5JELdlL
7254,TRENGOM128F4271873,0.331,0.879,2,-6.285,1,0.144,0.251,0.000205,0.977,0.678,159.42,4X4Wt8xJPU8zRHVGc4jxPK
7255,TRVSYZT128F42719BB,0.61,0.263,2,-15.453,1,0.035,0.766,0,0.154,0.631,83.575,7Jz1RnjSPbl1qbR9Z8sxvu
7256,TRLYNEW128F4271A3B,0.553,0.28,10,-14.289,1,0.0339,0.926,8.29e-05,0.604,0.479,69.978,0YEBNJVCU6RttduqbNILV1
7257,TRVHIKY128F42774B9,0.533,0.256,11,-15.362,1,0.0304,0.84,1.23e-06,0.0861,0.588,81.006,0pInGbWIuPLQLJ7NgUQ3K2
7258,TRTOKHA128F92D1D81,0.415,0.277,7,-13.346,1,0.0365,0.752,0,0.748,0.606,183.315,3zhWTpt8eyK2oUDYJ6k6m8
7259,TRLZFVR128F92D1D86,0.5,0.173,7,-18.593,1,0.0819,0.933,0.000832,0.932,0.356,79.39,59XWwndChT63tq0H446seF
7260,TRRPUKI12903CB7DC9,0.45,0.81,9,-7.104,1,0.0638,0.62,2.27e-06,0.776,0.444,161.005,06JFrGm0Pr0BeryFMAEqKG
7261,TRACJWY12903CB7DBF,0.591,0.302,9,-13.964,1,0.0749,0.895,9.37e-06,0.675,0.567,77.002,6HNJCqHbunlVfBsCwjdXpp
7262,TRALTZZ12903CB7DD0,0.548,0.234,0,-17.215,0,0.0349,0.35,0.000724,0.111,0.424,137.867,0LYneQx7CEmZJseZ1MlVlT
7263,TRPKFVI12903CB7DCF,0.409,0.234,2,-19.319,1,0.0295,0.532,0.005,0.0994,0.312,136.284,5tE58oXTp7WFB2GyL7xjWw
7264,TRUOMXU12903CB7DC6,0.741,0.394,2,-17.04,1,0.0496,0.539,0.0171,0.0954,0.688,144.772,4qQYlHxExSDkyiSxDI5e0C
7265,TRLRILI12903CB7DC5,0.63,0.142,2,-17.38,1,0.0322,0.844,4.81e-06,0.116,0.321,113.211,2ELEvgKVUXg2A1qHelo8kZ
7266,TREOAUC12903CB7DC3,0.414,0.232,7,-17.825,1,0.0311,0.502,0.00765,0.0805,0.327,138.128,0UzidGFzKTBsf5afceMrOH
7267,TREKXNR12903CB7DCA,0.396,0.269,7,-14.992,1,0.0335,0.371,0.000379,0.101,0.28,95.498,42abbf5DDY1dYyGGGYfO9X
7268,TRSZWDJ12903CB7DCE,0.586,0.465,7,-14.572,1,0.0301,0.1,0,0.057,0.764,135.735,1sTYeHlXNkdv7od1xQ8s3a
7269,TRSZDRE12903CB7DC8,0.491,0.311,0,-14.097,1,0.0366,0.273,5.03e-06,0.114,0.614,142.118,7MwEY9R35kDsIjTk7aZ7Nn
7270,TRVIPDP12903CB7DCB,0.539,0.443,9,-14.071,1,0.0339,0.0826,3.15e-05,0.292,0.599,147.232,0fFMQYs2PAqJ6i21S0GYHk
7271,TRVJGQJ12903CB7DC4,0.819,0.391,2,-15.27,1,0.0374,0.241,1.87e-06,0.177,0.797,118.269,6ZJBCK9kOHZWuYWu4npuzE
7272,TRDOXRQ12903CB7DC2,0.522,0.192,2,-15.762,1,0.0644,0.703,0,0.225,0.274,120.472,1fcW2WTbU5rtCuaCAwmCjp
7273,TRXINPD12903CB7DC7,0.574,0.23,7,-17.857,1,0.0291,0.63,0.048,0.102,0.41,92.425,0wTQWX5F5CJK1vjqR96QAz
7274,TRXVDXH12903CB7DD2,0.769,0.581,3,-12.276,1,0.0338,0.0448,0.000214,0.0559,0.993,123.905,0YNxfbG5dn0ke38bt1vrzn
7275,TRHJSPN12903D16889,0.451,0.343,7,-13.586,1,0.0361,0.858,1.49e-05,0.115,0.771,177.182,43MNYoxrZvJwWk7VQav3im
7276,TRIUIVR12903D16876,0.636,0.229,0,-12.231,1,0.0288,0.892,2.04e-05,0.105,0.446,97.888,24sZO2Pv5q9V5Rrid3GCJZ
7277,TREWVAH12903D1687E,0.722,0.554,0,-11.003,1,0.0256,0.265,7.73e-05,0.327,0.814,129.871,59e9VWtWZ739c0TwV9yCwv
7278,TRDRQDT12903D16880,0.482,0.251,9,-15.877,1,0.0379,0.304,4.34e-06,0.139,0.386,75.497,3NcE1bYYCiY0qaaBelbF1K
7279,TROKWMH12903D16878,0.572,0.277,5,-12.26,1,0.0283,0.772,0,0.202,0.655,114.277,2uTgZswEa3wXQGMb0GyE4I
7280,TRREPRM128F426D96A,0.622,0.438,2,-8.143,1,0.0288,0.325,0.00237,0.123,0.362,78.089,3TQyc1XltpYVk2nmPj53Vu
7281,TRQMREF128F934321A,0.687,0.352,2,-14.317,1,0.028,0.45,0,0.172,0.615,96.99,07rkOVz8p74BtEs1WWPLP8
7282,TRNQNEP128F9343213,0.419,0.178,2,-12.454,1,0.0272,0.869,1.85e-06,0.183,0.305,75.564,05v0aaMIOZvbo43TBqlUgC
7283,TRCDTBF128F92E5951,0.668,0.22,5,-16.479,1,0.0314,0.313,2.03e-05,0.234,0.684,93.75,354AkmAGVxobS8L3p5pErE
7284,TRRTWIS128F92E594B,0.721,0.169,7,-15.853,1,0.0298,0.642,0.000192,0.119,0.518,96.923,4ZqzUh3qVBgzDt7RhhxJKd
7285,TRIFMBC128F92E5950,0.657,0.504,2,-13.215,0,0.0311,0.471,1.88e-05,0.23,0.836,135.099,33ak0oLGH54Wi4FW6JQlcK
7286,TRLYPEL128F92E594E,0.421,0.538,7,-14.391,1,0.0353,0.143,0.0598,0.114,0.667,153.419,3yQnm7HJuyTrWl7Qd6i9MW
7287,TRVGSDH128F92E594A,0.436,0.491,7,-10.977,1,0.0328,0.709,9.31e-05,0.0755,0.871,179.699,4W1EITJUQpJzAI0rTHlZR0
7288,TRIBYZK128F426D96F,0.477,0.178,0,-17.429,1,0.0289,0.739,0.000116,0.112,0.271,98.806,0BwscNXJzzsyVqvzylaqLN
7289,TRNCYSP128F426DF26,0.473,0.144,2,-19.628,1,0.0297,0.861,1.14e-05,0.378,0.322,78.133,7BgZt5aRKMlKB3BnFdxvf7
7290,TRNBJTG128F426D971,0.415,0.213,2,-14.077,1,0.0271,0.867,4.37e-05,0.125,0.445,73.92,3siuGbV8Jfx3Mpy0kTi7lZ
7291,TRJTIVE128F426D975,0.45,0.0149,7,-21.162,1,0.0294,0.982,6.42e-05,0.116,0.181,83.628,4VB6c87xWGGEE77ezRYm2X
7292,TROAGJQ128F92EB93C,0.467,0.804,4,-8.745,1,0.0533,0.343,0.000174,0.905,0.669,85.358,519bT0VvIYZAgHR0mMFX3V
7293,TRWWLON128F427EBCA,0.584,0.587,7,-10.577,1,0.0384,0.48,0,0.302,0.8,92.295,35USF5PM3YH75qkXa5vlz3
7294,TRCVIOO128F427EBB2,0.602,0.505,10,-11.627,1,0.0302,0.184,1.17e-05,0.117,0.669,145.657,0l8RmF4WzhveLAiJyRDFHu
7295,TRCDVAV128F9367A20,0.438,0.391,7,-14.1,1,0.0332,0.551,0,0.115,0.929,205.254,0l9vfqSNiJQhlgCB3IY6xM
7296,TRCKIXM128F427EBBD,0.575,0.124,10,-16.624,1,0.0344,0.889,4.04e-05,0.106,0.346,74.897,7b4d82lzPOFxHLamBJLuMT
7297,TRRMLCX128F427EBB7,0.442,0.238,2,-12.106,1,0.029,0.677,2.02e-06,0.111,0.388,144.229,1q8qbZU9PXVoI3mD5w8Dk5
7298,TRINCKO128F428013C,0.541,0.275,4,-14.454,1,0.0259,0.9,0.214,0.105,0.348,96.87,7EFYyCZneFQnXQA1nbcMUm
7299,TRIEXFI128F9367A1B,0.526,0.205,2,-12.401,1,0.0389,0.788,4.64e-05,0.371,0.18,139.985,3dVHi5GdRP9ujaLudaWTP7
7300,TRIYSJV128F9367A39,0.601,0.33,9,-11.219,1,0.0453,0.735,0,0.942,0.292,124.781,5HXUK4XcpXIjjgv1ewxC7e
7301,TRALURI128F9367A28,0.549,0.207,2,-16.409,1,0.0348,0.601,2.58e-06,0.0897,0.499,76.64,38QlfcOrXgzpdqaUk7guD1
7302,TRXAHCV128F9367A34,0.69,0.464,9,-12.547,1,0.0389,0.579,1.21e-06,0.113,0.632,87.537,0Su8Qb0SRMw8u1RcLO8qd2
7303,TRLXSCE128F92E593F,0.327,0.704,7,-8.087,1,0.0805,0.415,2.78e-05,0.981,0.587,167.386,7d9iU82ccuUMMxUT5UI5pX
7304,TRKTNID128F92E5943,0.417,0.132,2,-17.079,1,0.0307,0.732,2.07e-05,0.106,0.221,89.18,05flBtjW3CPjJf75ri4W20
7305,TRLUQIT12903D01284,0.59,0.401,7,-9.067,1,0.0255,0.153,0.00199,0.101,0.163,77.8,0gSc5Vo4tczXkHb2V208jz
7306,TRHFKWS128F92E595B,0.494,0.525,5,-9.97,1,0.0573,0.852,2.32e-06,0.929,0.73,144.472,1aI9K1g2GVlKHRbJ4SUoLx
7307,TRRCRHK128F92E5958,0.539,0.189,2,-16.229,1,0.03,0.75,0.00884,0.369,0.26,113.967,0dt8k5OJrol9oHCURFiTbO
7308,TRZOLHU128F92E595A,0.768,0.529,7,-11.977,1,0.0335,0.691,0,0.101,0.932,97.33,5UgycYx6YgscHOG7ZbtO9E
7309,TRKWJHI128F92E595F,0.393,0.283,3,-15.028,1,0.0349,0.672,0.01,0.168,0.401,141.719,6iUe3sTIMgdX8BTAoLieP4
7310,TRWFVNB12903CAAACF,0.621,0.0533,10,-19.489,1,0.0598,0.984,0.00441,0.13,0.457,128.81,2VXRKNX9j6Gv80pqCvDdFE
7311,TRITMPO12903CAAAC0,0.505,0.382,4,-10.255,1,0.0342,0.969,0.00426,0.0534,0.68,106.779,61n8NcQRwiywf7796xIrX0
7312,TRPHRYB12903CAAACE,0.361,0.168,9,-14.221,1,0.0423,0.958,0.000374,0.118,0.226,184.16,1aTOi5dj9ejAVpawsDPlNp
7313,TROGEZT12903CAAAC7,0.57,0.125,9,-22.757,1,0.0833,0.994,0.837,0.146,0.531,117.38,7fr8G2A7EPzYnAjjDqxVaQ
7314,TRXKWNZ12903CAAAC3,0.464,0.379,2,-13.267,1,0.041,0.995,0.949,0.317,0.562,125.447,1c2wXLGMpI6XWJw7S3a9uP
7315,TRBKONN12903CEEC57,0.602,0.197,2,-16.182,1,0.0574,0.934,0.312,0.113,0.876,128.871,2mBdAfAQ0zvbs1r3EfckCF
7316,TRCIJTE12903CF4A6E,0.742,0.252,10,-13.248,1,0.0366,0.991,0.802,0.102,0.704,112.802,0MYVXLt7UFRIMqdgdT2YHj
7317,TRRFTRC12903CF4A7A,0.604,0.473,4,-6.412,1,0.0355,0.939,5.79e-06,0.149,0.667,107.643,4zpi78d4ietB1pKop3IXDn
7318,TRIGOYQ12903CF4A61,0.708,0.371,6,-12.11,1,0.333,0.982,1.62e-06,0.174,0.496,55.378,2hIkunwNJZ0wVo2Xn1pwFY
